Property1,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20
197.8,0.2,0.2,0,-4.64,2236.4,398,4.8,3553.98601,0.036101355,-0.034129112,0.079075713,2236.4,0.16,2750,4.275786867,0.075954443,196,-15.50657813,50,0.510053421
39.5,0.2,0.2,0,-4.64,2236.4,398,4.8,3553.98601,0.983506666,-0.034129112,0.079075713,2236.4,0.16,2750,4.275786867,0.075954443,196,-15.43302521,50,0.039678297
93.7,0.2,0.2,0,-4.64,2236.4,398,4.8,3553.98601,0.304351188,-0.034129112,0.079075713,2236.4,0.16,2750,4.275786867,0.075954443,196,-15.07791763,50,0.645259001
187.4,0.2,0.2,0,-4.64,2236.4,398,4.8,3553.98601,0.469441775,-0.034129112,0.079075713,2236.4,0.16,2750,4.275786867,0.075954443,196,-15.12876253,50,0.97411959
189.5,0.25,0,0,-5,2249.75,402.5,4.75,4077.461115,0.487009941,-0.014334051,0,2249.75,0.25,2750,3.783981912,0.081157213,232.5,-14.91022591,120,0.310604339
17.3,0.25,0,0,-5,2249.75,402.5,4.75,4077.461115,0.468999312,-0.014334051,0,2249.75,0.25,2750,3.783981912,0.081157213,232.5,-15.331513,120,0.673542735
45.1,0.25,0,0,-5,2249.75,402.5,4.75,4077.461115,0.421303943,-0.014334051,0,2249.75,0.25,2750,3.783981912,0.081157213,232.5,-15.11052131,120,0.689568027
155.7,0.25,0,0,-5,2249.75,402.5,4.75,4077.461115,0.760746563,-0.014334051,0,2249.75,0.25,2750,3.783981912,0.081157213,232.5,-14.99549693,120,0.287462739
143.3,0.2,0.4,0,-1.28,2237,314,4.6,3144.882869,0.880989306,-0.029406786,0.083812555,2237,0.16,2750,3.223254875,0.073020263,142,-15.22365672,50,0.269299553
11.2,0.2,0.4,0,-1.28,2237,314,4.6,3144.882869,0.513514145,-0.029406786,0.083812555,2237,0.16,2750,3.223254875,0.073020263,142,-14.87036274,50,0.437116592
37.5,0.2,0.4,0,-1.28,2237,314,4.6,3144.882869,0.784248277,-0.029406786,0.083812555,2237,0.16,2750,3.223254875,0.073020263,142,-14.95304263,50,0.624847016
89.1,0.2,0.4,0,-1.28,2237,314,4.6,3144.882869,0.086617881,-0.029406786,0.083812555,2237,0.16,2750,3.223254875,0.073020263,142,-15.25481038,50,0.415757157
171.1,0.25,0.25,0,-0.25,2250.5,297.5,4.5,2514.612312,0.020081819,-0.008431144,0.104765694,2250.5,0.25,2750,3.20392046,0.076822128,165,-15.15122034,50,0.970826365
9,0.25,0.25,0,-0.25,2250.5,297.5,4.5,2514.612312,0.771595066,-0.008431144,0.104765694,2250.5,0.25,2750,3.20392046,0.076822128,165,-14.81912789,50,0.581454479
29,0.25,0.25,0,-0.25,2250.5,297.5,4.5,2514.612312,0.383604673,-0.008431144,0.104765694,2250.5,0.25,2750,3.20392046,0.076822128,165,-15.59490429,50,0.033689129
129.1,0.25,0.25,0,-0.25,2250.5,297.5,4.5,2514.612312,0.822010294,-0.008431144,0.104765694,2250.5,0.25,2750,3.20392046,0.076822128,165,-15.48397584,50,0.666378862
161,0.040767386,0.239808153,0,-4.458016321,2800.472422,712.7817746,12.15347722,3623.077181,0.249423485,-0.082767747,0.030551545,2800.472422,0.05750795,3695,3.679473775,0.187160097,309.9520384,-15.3997317,50,0.950464091
59.4,0.040767386,0.239808153,0,-4.458016321,2800.472422,712.7817746,12.15347722,3623.077181,0.216479526,-0.082767747,0.030551545,2800.472422,0.05750795,3695,3.679473775,0.187160097,309.9520384,-15.22075404,50,0.882057579
166.1,0.069767442,0.23255814,0,-4.586262845,2774.488372,696.9767442,11.90697674,3544.880299,0.388450935,-0.080265466,0.033053525,2774.488372,0.054083288,3695,3.753876266,0.186475843,308.1395349,-15.19926992,50,0.999331314
47.5,0.069767442,0.23255814,0,-4.586262845,2774.488372,696.9767442,11.90697674,3544.880299,0.479261332,-0.080265466,0.033053525,2774.488372,0.054083288,3695,3.753876266,0.186475843,308.1395349,-15.3489025,50,0.011579338
178.5,0,0.25,0,-4.25,2837,735,12.5,3843.305179,0.933748243,0,0.027034338,2837,0.0625,3695,3.450104338,0.187949341,312.5,-15.23165836,50,0.175924231
75.1,0,0.25,0,-4.25,2837,735,12.5,3843.305179,0.002833529,0,0.027034338,2837,0.0625,3695,3.450104338,0.187949341,312.5,-14.81368002,50,0.88249771
79.1,0.177644711,0,0,2.441902622,2673.335329,435.5888224,10.03592814,1204.82979,0.324316639,0.005882426,0,2673.335329,0.157067103,3290,3.198889863,0.067466228,144.5309381,-15.12832903,80,0.778335052
56.8,0.177644711,0,0,2.441902622,2673.335329,435.5888224,10.03592814,1204.82979,0.426014032,0.005882426,0,2673.335329,0.157067103,3290,3.198889863,0.067466228,144.5309381,-15.48890204,80,0.332192769
62.6,0.177644711,0,0,2.441902622,2673.335329,435.5888224,10.03592814,1204.82979,0.217174047,0.005882426,0,2673.335329,0.157067103,3290,3.198889863,0.067466228,144.5309381,-14.81109274,80,0.533133723
73.7,0.177644711,0,0,2.441902622,2673.335329,435.5888224,10.03592814,1204.82979,0.706524084,0.005882426,0,2673.335329,0.157067103,3290,3.198889863,0.067466228,144.5309381,-14.62186265,80,0.329266632
76.5,0.177644711,0,0,2.441902622,2673.335329,435.5888224,10.03592814,1204.82979,0.97050812,0.005882426,0,2673.335329,0.157067103,3290,3.198889863,0.067466228,144.5309381,-15.0200242,80,0.64069568
174.6,0.243902439,0,0.12195122,-6.472337894,2363.097561,324.3902439,6.195121951,1705.677932,0.657749114,0.012794738,0,2363.097561,0.237953599,2896,4.499675189,0.167750887,196.0060976,-14.64781718,86.25,0.616874858
183.3,0.23255814,0,0.11627907,-17.22011898,2331.651163,323.255814,6.093023256,2072.463165,0.924632405,-0.002516935,0,2331.651163,0.216333153,2896,5.869598234,0.168460557,190.9011628,-14.64569559,86.25,0.846439645
221,0.222222222,0,0.111111111,-26.07407407,2303,322.2222222,6,2738.700927,0.828884975,-0.016467572,0,2303,0.197530864,2896,6.941708707,0.168550328,186.25,-15.15981174,86.25,0.6675838
220.6,0.212765957,0,0.106382979,-33.39067451,2276.787234,321.2765957,5.914893617,3518.55859,0.289947642,-0.02923092,0,2276.787234,0.181077411,2896,7.797882243,0.168193249,181.9946809,-15.22055349,86.25,0.702205886
241.5,0.204081633,0,0.102040816,-39.45022907,2252.714286,320.4081633,5.836734694,4338.776001,0.255005282,-0.040952362,0,2252.714286,0.166597251,2896,8.486137918,0.167511628,178.0867347,-15.43692722,86.25,0.474692245
146.1,0.25,0,0.125,-0.25,2380,325,6.25,1691.419547,0.271071638,0.021024763,0,2380,0.25,2896,3.619718704,0.167089301,198.75,-14.84366648,100,0.777733847
110.3,0.375,0,0,1.875,2328.125,322.5,7.75,1557.629901,0.452586587,0.030998167,0,2328.125,0.125,3290,2.815900895,0.076501054,191.25,-14.73591036,80,0.443722359
136.7,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.148587786,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-15.4172849,80,0.057305235
130.8,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.876365108,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-14.87716642,80,0.864115974
105.8,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.907087834,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-15.43331351,80,0.230342986
123.7,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.419805096,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-14.66070799,80,0.99427831
121.3,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.059658758,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-15.27818002,80,0.123887241
76.1,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.560311949,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-15.59404128,80,0.782215341
142.7,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.067546789,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-14.72893556,80,0.79254904
140.3,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.790373046,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-14.69340514,80,0.042223691
121.3,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.324013748,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-14.90071581,80,0.039570431
164.1,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.062337512,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-15.22135512,80,0.974756828
162.9,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.06327255,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-15.11111549,80,0.261565127
148.6,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.453935179,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-15.40683279,80,0.829116807
195,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.290373063,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-15.29735401,80,0.468845082
184.3,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.819063282,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-15.40441663,80,0.309234902
162.9,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.249322689,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-15.01355268,80,0.643523867
228.3,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.000289775,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-15.52169898,80,0.408675841
223.5,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.06247778,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-15.43557306,80,0.887128914
208.1,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.888631353,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-15.09574589,80,0.457706256
284.2,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.676935326,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-15.01990309,80,0.519266067
267.5,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.008465139,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-14.62973657,80,0.017980588
262.8,0.3,0,0,2.36,2369.2,323.5,7.8,1610.091223,0.703805822,0.032050742,0,2369.2,0.2,3290,2.899056808,0.08125721,182,-15.44364748,80,0.132034157
112.2,0.19047619,0,0.047619048,1.560090703,2540.761905,395.7142857,9.80952381,1554.511921,0.179125569,0.023828068,0,2540.761905,0.145124717,3290,3.622100302,0.127407202,163.3333333,-15.47364785,80,0.910116364
132.8,0.181818182,0,0.090909091,0.595041322,2556.909091,406.3636364,9.636363636,1537.701204,0.156171147,0.019118281,0,2556.909091,0.132231405,3290,3.847688001,0.152930427,168.1818182,-15.29765845,80,0.975835175
138.3,0.173913043,0,0.130434783,-0.211720227,2571.652174,416.0869565,9.47826087,1561.212433,0.506817328,0.014818041,0,2571.652174,0.120982987,3290,4.001023421,0.169521013,172.6086957,-14.70228377,80,0.81491668
152.1,0.166666667,0,0.166666667,-0.888888889,2585.166667,425,9.333333333,1602.364763,0.148262667,0.010876155,0,2585.166667,0.111111111,3290,4.107963492,0.180951264,176.6666667,-15.4235547,80,0.320645802
102.6,0.2,0,0,2.72,2523,384,10,1664.585912,0.119784626,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.51242539,80,0.73913881
191,0.23255814,0.11627907,0.11627907,-16.36560303,2382,343.0232558,7.837209302,2151.427017,0.11941862,-0.029304833,0.083828116,2382,0.216333153,2896,5.853092896,0.158256706,152.5290698,-15.34961396,50,0.829190913
19.6,0.23255814,0.11627907,0.11627907,-16.36560303,2382,343.0232558,7.837209302,2151.427017,0.34610334,-0.029304833,0.083828116,2382,0.216333153,2896,5.853092896,0.158256706,152.5290698,-15.19985319,50,0.73215587
47,0.23255814,0.11627907,0.11627907,-16.36560303,2382,343.0232558,7.837209302,2151.427017,0.267560077,-0.029304833,0.083828116,2382,0.216333153,2896,5.853092896,0.158256706,152.5290698,-15.2051607,50,0.196015381
218.7,0.222222222,0.111111111,0.111111111,-24.44444444,2351.111111,341.1111111,7.666666667,2807.380152,0.516016778,-0.042064896,0.071011513,2351.111111,0.197530864,2896,6.832182231,0.157954076,149.5833333,-14.84833849,50,0.360387144
23,0.222222222,0.111111111,0.111111111,-24.44444444,2351.111111,341.1111111,7.666666667,2807.380152,0.118417818,-0.042064896,0.071011513,2351.111111,0.197530864,2896,6.832182231,0.157954076,149.5833333,-14.78788835,50,0.560702475
75.2,0.222222222,0.111111111,0.111111111,-24.44444444,2351.111111,341.1111111,7.666666667,2807.380152,0.961071235,-0.042064896,0.071011513,2351.111111,0.197530864,2896,6.832182231,0.157954076,149.5833333,-15.32290531,50,0.719258375
270.1,0.212765957,0.106382979,0.106382979,-31.11815301,2322.851064,339.3617021,7.510638298,3520.338043,0.929916163,-0.053738996,0.059285684,2322.851064,0.181077411,2896,7.609859072,0.157318754,146.8882979,-14.75347843,50,0.812411721
29.7,0.212765957,0.106382979,0.106382979,-31.11815301,2322.851064,339.3617021,7.510638298,3520.338043,0.327130174,-0.053738996,0.059285684,2322.851064,0.181077411,2896,7.609859072,0.157318754,146.8882979,-14.85416507,50,0.941687164
85.2,0.212765957,0.106382979,0.106382979,-31.11815301,2322.851064,339.3617021,7.510638298,3520.338043,0.217301389,-0.053738996,0.059285684,2322.851064,0.181077411,2896,7.609859072,0.157318754,146.8882979,-15.18296943,50,0.345160602
140.4,0.25,0.125,0.125,-0.875,2434.125,346.25,8.125,1599.323369,0.403730234,-0.007772226,0.105456134,2434.125,0.25,2896,3.774095697,0.157788069,157.5,-15.02612958,50,0.909309799
6.7,0.25,0.125,0.125,-0.875,2434.125,346.25,8.125,1599.323369,0.4944731,-0.007772226,0.105456134,2434.125,0.25,2896,3.774095697,0.157788069,157.5,-15.36082335,50,0.296368809
41,0.25,0.125,0.125,-0.875,2434.125,346.25,8.125,1599.323369,0.154337357,-0.007772226,0.105456134,2434.125,0.25,2896,3.774095697,0.157788069,157.5,-15.11909311,50,0.349068434
152.1,0.166666667,0,0.166666667,-0.888888889,2585.166667,425,9.333333333,1602.364763,0.017134385,0.010876155,0,2585.166667,0.111111111,3290,4.107963492,0.180951264,176.6666667,-15.1576095,80,0.517209169
55.9,0.166666667,0,0.166666667,-0.888888889,2585.166667,425,9.333333333,1602.364763,0.346333357,0.010876155,0,2585.166667,0.111111111,3290,4.107963492,0.180951264,176.6666667,-14.68332491,80,0.09260096
81.9,0.166666667,0,0.166666667,-0.888888889,2585.166667,425,9.333333333,1602.364763,0.044695841,0.010876155,0,2585.166667,0.111111111,3290,4.107963492,0.180951264,176.6666667,-14.86697912,80,0.611015614
101.3,0.166666667,0,0.166666667,-0.888888889,2585.166667,425,9.333333333,1602.364763,0.939820127,0.010876155,0,2585.166667,0.111111111,3290,4.107963492,0.180951264,176.6666667,-14.62313384,80,0.904132369
157,0.2,0,0.2,-1.92,2552.2,442,10.2,1940.837462,0.611900061,0.017722666,0,2552.2,0.12,3290,3.757418604,0.198741902,188,-14.93787787,80,0.748084906
39.6,0.2,0,0.2,-1.92,2552.2,442,10.2,1940.837462,0.389664626,0.017722666,0,2552.2,0.12,3290,3.757418604,0.198741902,188,-14.61343808,80,0.404352947
83.9,0.2,0,0.2,-1.92,2552.2,442,10.2,1940.837462,0.155878748,0.017722666,0,2552.2,0.12,3290,3.757418604,0.198741902,188,-14.84506952,80,0.436808891
102.5,0.2,0,0.2,-1.92,2552.2,442,10.2,1940.837462,0.99738233,0.017722666,0,2552.2,0.12,3290,3.757418604,0.198741902,188,-15.45620117,80,0.647903988
197.9,0.2,0,0.2,-1.6,2444.2,358,7.4,1803.787198,0.69125507,0.017722666,0,2444.2,0.16,2896,4.033773415,0.195179394,196,-14.71112809,100,0.439119945
181.3,0.2,0,0.2,-1.6,2444.2,358,7.4,1803.787198,0.437755166,0.017722666,0,2444.2,0.16,2896,4.033773415,0.195179394,196,-15.5641156,100,0.451256164
21.5,0.2,0,0.2,-1.6,2444.2,358,7.4,1803.787198,0.713073452,0.017722666,0,2444.2,0.16,2896,4.033773415,0.195179394,196,-15.10221547,100,0.058138522
45.7,0.2,0,0.2,-1.6,2444.2,358,7.4,1803.787198,0.779261915,0.017722666,0,2444.2,0.16,2896,4.033773415,0.195179394,196,-15.341404,100,0.662945309
73.1,0.2,0,0.2,-1.6,2444.2,358,7.4,1803.787198,0.826016823,0.017722666,0,2444.2,0.16,2896,4.033773415,0.195179394,196,-15.41617044,100,0.086173318
83.8,0.2,0,0.2,-1.6,2444.2,358,7.4,1803.787198,0.199419074,0.017722666,0,2444.2,0.16,2896,4.033773415,0.195179394,196,-15.35655392,100,0.779929591
95,0.2,0,0.2,-1.6,2444.2,358,7.4,1803.787198,0.560809377,0.017722666,0,2444.2,0.16,2896,4.033773415,0.195179394,196,-14.67664017,100,0.673512633
63.8,0.349862259,0,0,0.973157571,2255.170799,294.5730028,8.650137741,1581.654023,0.82118239,0.050509273,0,2255.170799,0.054641076,3290,2.603180509,0.080930057,191.046832,-15.28324429,80,0.71830719
179.3,0.222222222,0.222222222,0,-24.19753086,2271.888889,313.3333333,7.555555556,3305.274213,0.943863695,-0.045789575,0.06728017,2271.888889,0.197530864,2750,6.656720238,0.109913001,125.1388889,-14.75578679,50,0.19230266
30.8,0.222222222,0.222222222,0,-24.19753086,2271.888889,313.3333333,7.555555556,3305.274213,0.935384471,-0.045789575,0.06728017,2271.888889,0.197530864,2750,6.656720238,0.109913001,125.1388889,-15.59143903,50,0.370960798
112.2,0.222222222,0.222222222,0,-24.19753086,2271.888889,313.3333333,7.555555556,3305.274213,0.983568132,-0.045789575,0.06728017,2271.888889,0.197530864,2750,6.656720238,0.109913001,125.1388889,-15.25960918,50,0.969199224
204.9,0.181818182,0.181818182,0,-21.75206612,2245.727273,307.2727273,6.909090909,2998.446037,0.791700506,-0.018747621,0.094275307,2245.727273,0.132231405,2750,6.797058836,0.117688666,146.0227273,-15.5767696,50,0.728017773
197.4,0.181818182,0.181818182,0,-21.75206612,2245.727273,307.2727273,6.909090909,2998.446037,0.29178516,-0.018747621,0.094275307,2245.727273,0.132231405,2750,6.797058836,0.117688666,146.0227273,-15.21332143,50,0.619404891
49.4,0.181818182,0.181818182,0,-21.75206612,2245.727273,307.2727273,6.909090909,2998.446037,0.707098246,-0.018747621,0.094275307,2245.727273,0.132231405,2750,6.797058836,0.117688666,146.0227273,-14.88731798,50,0.067209034
13.6,0.181818182,0.181818182,0,-21.75206612,2245.727273,307.2727273,6.909090909,2998.446037,0.774384338,-0.018747621,0.094275307,2245.727273,0.132231405,2750,6.797058836,0.117688666,146.0227273,-15.35719055,50,0.323545801
122.4,0.181818182,0.181818182,0,-21.75206612,2245.727273,307.2727273,6.909090909,2998.446037,0.140776236,-0.018747621,0.094275307,2245.727273,0.132231405,2750,6.797058836,0.117688666,146.0227273,-14.87761772,50,0.983399499
79.4,0.181818182,0.181818182,0,-21.75206612,2245.727273,307.2727273,6.909090909,2998.446037,0.219614165,-0.018747621,0.094275307,2245.727273,0.132231405,2750,6.797058836,0.117688666,146.0227273,-14.72200917,50,0.326468706
169.4,0.181818182,0.181818182,0,-21.75206612,2245.727273,307.2727273,6.909090909,2998.446037,0.875453015,-0.018747621,0.094275307,2245.727273,0.132231405,2750,6.797058836,0.117688666,146.0227273,-15.37772603,50,0.521814492
153.6,0.2,0,0,2.72,2523,384,10,1664.585912,0.989465551,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.16245371,80,0.807796947
80.4,0.2,0,0,2.72,2523,384,10,1664.585912,0.316528631,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.50404665,80,0.198262242
192,0.2,0,0,2.72,2523,384,10,1664.585912,0.808791385,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-14.74922772,80,0.411643429
83.9,0.2,0,0,2.72,2523,384,10,1664.585912,0.724793253,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.02261337,80,0.662063855
131.7,0.2,0,0,2.72,2523,384,10,1664.585912,0.831420032,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.2768877,80,0.14113896
121.5,0.2,0,0,2.72,2523,384,10,1664.585912,0.122482042,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-14.70008373,80,0.537763748
115.7,0.2,0,0,2.72,2523,384,10,1664.585912,0.252829637,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.26872726,80,0.643391525
96.8,0.2,0,0,2.72,2523,384,10,1664.585912,0.013429471,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-14.85265418,80,0.353523802
95.4,0.2,0,0,2.72,2523,384,10,1664.585912,0.825658326,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-14.79119281,80,0.374962423
95,0.2,0,0,2.72,2523,384,10,1664.585912,0.417939812,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-14.65264827,80,0.186043593
95,0.2,0,0,2.72,2523,384,10,1664.585912,0.906473475,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.29048875,80,0.52777692
93.9,0.2,0,0,2.72,2523,384,10,1664.585912,0.278897693,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.36122405,80,0.278548302
91.5,0.2,0,0,2.72,2523,384,10,1664.585912,0.943100975,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.05280821,80,0.942516553
90,0.2,0,0,2.72,2523,384,10,1664.585912,0.00545234,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-14.93601542,80,0.309622935
83.7,0.2,0,0,2.72,2523,384,10,1664.585912,0.802583654,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.21608919,80,0.234350833
83.6,0.2,0,0,2.72,2523,384,10,1664.585912,0.91449612,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-14.72672638,80,0.202072042
82.9,0.2,0,0,2.72,2523,384,10,1664.585912,0.625703152,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.44532022,80,0.299855176
81.2,0.2,0,0,2.72,2523,384,10,1664.585912,0.996971023,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.31212702,80,0.037356324
9.3,0.2,0,0,2.72,2523,384,10,1664.585912,0.868427229,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.13083622,80,0.594192702
29.8,0.2,0,0,2.72,2523,384,10,1664.585912,0.207055196,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-14.60589747,80,0.852102002
55.6,0.2,0,0,2.72,2523,384,10,1664.585912,0.189792704,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.52290162,80,0.267996921
54.8,0.2,0,0,2.72,2523,384,10,1664.585912,0.578852767,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-14.62075186,80,0.459134519
54.1,0.2,0,0,2.72,2523,384,10,1664.585912,0.948580076,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.530299,80,0.988333931
48,0.2,0,0,2.72,2523,384,10,1664.585912,0.688968095,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.03943378,80,0.156591251
28.8,0.2,0,0,2.72,2523,384,10,1664.585912,0.062670003,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.5012201,80,0.802941172
68.2,0.2,0,0,2.72,2523,384,10,1664.585912,0.551976117,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.50276407,80,0.559483832
79.8,0.2,0,0,2.72,2523,384,10,1664.585912,0.754430068,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-15.05896527,80,0.267461124
93.8,0.2,0,0,2.72,2523,384,10,1664.585912,0.907991267,0.029008833,0,2523,0.16,3290,3.219960136,0.081330099,158,-14.87073264,80,0.03315772
208.8,0,0,0,3.5,2668.5,432.5,11.5,2248.758082,0.859529651,0,0,2668.5,0.25,3290,2.801297611,0.0859766,135,-15.00023688,80,0.492390082
189.8,0,0,0,3.5,2668.5,432.5,11.5,2248.758082,0.521887321,0,0,2668.5,0.25,3290,2.801297611,0.0859766,135,-15.21158113,80,0.244350388
182.6,0,0,0,3.5,2668.5,432.5,11.5,2248.758082,0.633546398,0,0,2668.5,0.25,3290,2.801297611,0.0859766,135,-15.3458811,80,0.703733029
176.3,0,0,0,3.5,2668.5,432.5,11.5,2248.758082,0.311765302,0,0,2668.5,0.25,3290,2.801297611,0.0859766,135,-15.15386947,80,0.685038982
118.9,0,0,0,3.5,2668.5,432.5,11.5,2248.758082,0.491789301,0,0,2668.5,0.25,3290,2.801297611,0.0859766,135,-14.86531174,80,0.298698623
104.8,0.25,0,0,2.5,2331.25,290,7.75,1750.768695,0.795055516,0.042100141,0,2331.25,0.25,2750,2.981345321,0.089904418,177.5,-14.82932493,100,0.59606889
43.5,0.294117647,0,0,0.968858131,2320.882353,330.5882353,9.882352941,1617.024173,0.664138418,0.053651296,0,2320.882353,0.103806228,3290,2.57990888,0.075820299,182.9411765,-15.35342449,80,0.592377878
74.7,0.285714286,0,0,1.142857143,2348.571429,342.8571429,10.14285714,1665.344602,0.605145573,0.051451076,0,2348.571429,0.12244898,3290,2.629798634,0.075463733,180,-15.00380594,80,0.399683141
83.7,0.277777778,0,0,1.296296296,2374.722222,354.4444444,10.38888889,1715.048651,0.159186858,0.04937309,0,2374.722222,0.138888889,3290,2.669233382,0.07508034,177.2222222,-14.72449835,80,0.520355875
147.3,0.25,0,0,1.75,2466.25,395,11.25,1901.430604,0.212998645,0.042100141,0,2466.25,0.1875,3290,2.759302446,0.073377933,167.5,-15.50997183,80,0.019692461
141.2,0.294117647,0.088235294,0.029411765,0.795847751,2283.382353,290.2941176,4.441176471,1893.348877,0.177284315,0.011062719,0.124241467,2283.382353,0.346020761,2896,2.961678753,0.105383481,191.7647059,-15.10425131,50,0.017431683
193.9,0.277777778,0.083333333,0.083333333,-0.277777778,2317.416667,309.1666667,4.527777778,1781.080467,0.019105973,0.0060155,0.119204834,2317.416667,0.308641975,2896,3.3309811,0.137183616,196.1111111,-15.10739547,50,0.486973119
192.8,0.23255814,0.23255814,0.069767442,-1.254732288,2295.534884,320.6976744,4.604651163,2242.771898,0.783811304,-0.013409476,0.099799396,2295.534884,0.216333153,2896,3.585558262,0.125739891,172.3255814,-15.06356603,50,0.055918101
188,0.263157895,0.078947368,0.131578947,-1.135734072,2347.868421,326.0526316,4.605263158,1751.023477,0.177295233,0.001499566,0.114698374,2347.868421,0.27700831,2896,3.576015708,0.155856043,200,-14.68417075,50,0.442852578
215.9,0.222222222,0.222222222,0.111111111,-1.777777778,2322.222222,334.4444444,4.666666667,2150.745572,0.395536319,-0.016359599,0.096856405,2322.222222,0.197530864,2896,3.781725266,0.142952852,176.6666667,-14.94959134,50,0.467837161
203.4,0.25,0.075,0.175,-1.825,2375.275,341.25,4.675,1775.255946,0.673116619,-0.002564774,0.11064256,2375.275,0.25,2896,3.748579419,0.167877117,203.5,-15.4854305,50,0.841482629
245.5,0.212765957,0.212765957,0.14893617,-2.209144409,2346.638298,347.0212766,4.723404255,2091.402205,0.067556663,-0.019058647,0.094163881,2346.638298,0.181077411,2896,3.922096332,0.154720851,180.6382979,-15.32615111,50,0.099244522
